symbol,price
WINGSBTC,1.193e-05
WINGSETH,0.0003346
NAVBTC,2.77e-06
NAVETH,0.0001187
NAVBNB,0.004237
LUNBTC,8.51e-05
LUNETH,0.004891
TRIGBTC,1.98e-05
TRIGETH,0.000594
TRIGBNB,0.01218
APPCBTC,5.5e-07
APPCETH,0.000146
APPCBNB,0.001891
VIBEBTC,4.2e-07
VIBEETH,5.72e-05
RLCBTC,6.623e-05
RLCETH,0.0011493
RLCBNB,0.03344
INSBTC,6.18e-06
INSETH,0.000501
PIVXBTC,6.5e-06
PIVXBNB,0.0166
IOSTBTC,1.9e-07
IOSTETH,3.72e-06
CHATBTC,1.95e-06
CHATETH,6.585e-05
STEEMBTC,4.96e-06
STEEMETH,8.69e-05
STEEMBNB,0.00448
NANOBTC,6.28e-05
NANOETH,0.000905
NANOBNB,0.05589
VIABTC,6.81e-06
VIAETH,0.000856
VIABNB,0.00958
BLZBTC,5.25e-06
BLZETH,4.159e-05
BLZBNB,0.0006219
AEBTC,2.92e-06
AEETH,0.000219
AEBNB,0.00777
RPXBTC,2.24e-06
RPXETH,5.449e-05
RPXBNB,0.001457
NCASHBTC,5e-08
NCASHETH,1.3e-07
NCASHBNB,6.79e-05
POABTC,4.1e-07
POAETH,4.891e-05
POABNB,0.000921
ZILBTC,5.1e-07
ZILETH,9.02e-06
ZILBNB,8.858e-05
ONTBTC,5.16e-06
ONTETH,0.0001253
ONTBNB,0.002462
STORMBTC,3.5e-07
STORMETH,1.398e-05
STORMBNB,6.55e-05
QTUMBNB,0.09597
QTUMUSDT,5.106
XEMBTC,1.92e-06
XEMETH,3.593e-05
XEMBNB,0.002441
WANBTC,4.44e-06
WANETH,9.27e-05
WANBNB,0.00181
WPRBTC,2.7e-07
WPRETH,4.02e-05
QLCBTC,2.1e-07
QLCETH,6.03e-06
SYSBTC,4.01e-06
SYSETH,0.00011047
SYSBNB,0.001635
QLCBNB,0.000922
GRSBTC,1.649e-05
GRSETH,0.00076455
ADAUSDT,0.7393
ADABNB,0.001523
CLOAKBTC,0.0001555
CLOAKETH,0.004142
GNTBTC,6.78e-06
GNTETH,0.00022071
GNTBNB,0.002439
LOOMBTC,1.64e-06
LOOMETH,3.231e-05
LOOMBNB,0.000885
XRPUSDT,0.6204
BCNBTC,2.2e-07
BCNETH,7.07e-06
BCNBNB,2e-05
REPBTC,0.0003413
REPBNB,0.4467
BTCTUSD,68223.71
TUSDBTC,0.00025971
ETHTUSD,3886.03
TUSDETH,0.00762097
TUSDBNB,0.06777
ZENBTC,0.0001884
ZENETH,0.003296
ZENBNB,0.0329
SKYBTC,8.29e-06
SKYETH,0.00222
SKYBNB,0.03022
EOSUSDT,1.208
EOSBNB,0.002583
CVCBTC,5.66e-06
CVCETH,9.93e-05
CVCBNB,0.002112
THETABTC,4.482e-05
THETAETH,0.0007856
THETABNB,0.002736
XRPBNB,0.001278
TUSDUSDT,1.0013
IOTAUSDT,0.3395
XLMUSDT,0.1419
IOTXBTC,1.03e-06
IOTXETH,1.804e-05
QKCBTC,2.2e-07
QKCETH,4.3e-06
AGIBTC,6.68e-06
AGIETH,7.363e-05
AGIBNB,0.000772
NXSBTC,2.84e-06
NXSETH,0.000773
NXSBNB,0.01087
ENJBNB,0.001368
DATABTC,1.31e-06
DATAETH,2.034e-05
ONTUSDT,0.3533
TRXBNB,0.0002794
TRXUSDT,0.13572
ETCUSDT,37.1
ETCBNB,0.0765
ICXUSDT,0.3377
SCBTC,1.7e-07
SCETH,2.46e-06
NPXSBTC,3e-08
NPXSETH,3.45e-06
VENUSDT,0.0001
KEYBTC,1.3e-07
KEYETH,2.27e-06
NASBTC,2.28e-06
NASETH,4.047e-05
NASBNB,0.02337
MFTBTC,8e-08
MFTETH,4.33e-06
MFTBNB,1.485e-05
DENTBTC,4e-08
DENTETH,5.5e-07
ARDRBTC,1.77e-06
ARDRETH,0.0001887
ARDRBNB,0.003168
NULSUSDT,0.3595
HOTBTC,2e-08
HOTETH,1.05e-06
VETBTC,7.3e-07
VETETH,1.272e-05
VETUSDT,0.04946
VETBNB,0.0001016
DOCKBTC,6.4e-07
DOCKETH,3.283e-05
POLYBTC,1.384e-05
POLYBNB,0.001459
PHXBTC,1.8e-06
PHXETH,5.617e-05
PHXBNB,0.000456
HCBTC,2e-05
HCETH,0.005134
GOBTC,4.3e-07
GOBNB,0.0006923
PAXBTC,0.00025175
PAXBNB,0.20121
PAXUSDT,0.9996
PAXETH,0.00888047
RVNBTC,4.1e-07
DCRBTC,0.0004111
DCRBNB,0.781
USDCBNB,0.21755
MITHBTC,8e-07
MITHBNB,4.41e-05
BCHABCBTC,0.02933
BCHSVBTC,0.011179
BCHABCUSDT,220.08
BCHSVUSDT,58.9
BNBPAX,495.1
BTCPAX,51529.15
ETHPAX,3904.41
XRPPAX,0.8896
EOSPAX,2.5845
XLMPAX,0.04221
RENBTC,1.39e-06
RENBNB,0.004585
BNBTUSD,485.1
XRPTUSD,0.6197
EOSTUSD,4.1159
XLMTUSD,0.06833
BNBUSDC,486.7
BTCUSDC,68486.0
ETHUSDC,3899.8
XRPUSDC,0.6221
EOSUSDC,1.153
XLMUSDC,0.0497
USDCUSDT,0.9975
ADATUSD,0.7377
TRXTUSD,0.05986
NEOTUSD,11.818
TRXXRP,0.21863
XZCXRP,20.792
PAXTUSD,0.9995
USDCTUSD,1.0
USDCPAX,1.0002
LINKUSDT,19.945
LINKTUSD,19.966
LINKPAX,3.9834
LINKUSDC,19.967
WAVESUSDT,3.348
WAVESTUSD,1.072
WAVESPAX,0.8029
WAVESUSDC,1.2036
BCHABCTUSD,220.2
BCHABCPAX,221.2
BCHABCUSDC,220.3
BCHSVTUSD,59.17
BCHSVPAX,58.18
BCHSVUSDC,57.5
LTCTUSD,88.84
LTCPAX,171.13
LTCUSDC,53.22
TRXPAX,0.07661
TRXUSDC,0.05982
BTTBTC,5e-08
BTTBNB,5.73e-06
BTTUSDT,0.002777
BNBUSDS,22.2788
BTCUSDS,9604.59
USDSUSDT,0.9968
USDSPAX,1.0002
USDSTUSD,1.0
USDSUSDC,1.0
BTTPAX,0.0003866
BTTTUSD,0.00277
BTTUSDC,0.002776
ONGBNB,0.00545
ONGBTC,6.24e-06
ONGUSDT,0.4271
HOTBNB,8.62e-06
HOTUSDT,0.004054
ZILUSDT,0.03496
ZRXBNB,0.01045
ZRXUSDT,0.5979
FETBNB,0.006208
FETBTC,4.415e-05
FETUSDT,3.014
BATUSDT,0.356
XMRBNB,0.3321
XMRUSDT,118.7
ZECBNB,0.1026
ZECUSDT,33.9
ZECPAX,42.1
ZECTUSD,51.48
ZECUSDC,55.8
IOSTUSDT,0.0127
CELRBNB,5.294e-05
CELRBTC,4.8e-07
